"PC1","PC2","Name","GrowthDoublingTime","GrowthRate","maximalGrowthTemperature","maximumcellLength","maximumcellWidth","maximumGrowthNACL","maximumGrowthPH","minimalGrowthTemperature","minimumcellGcContent","minimumcellLength","minimumcellWidth","minimumGrowthNACL","minimumGrowthPH","optimalGrowthNACLMaximal","optimalGrowthNACLMinimal","optimalGrowthPHMaximal","optimalGrowthPHMinimal","optimalGrowthTemperatureMaximal","optimalGrowthTemperatureMinimal","otherEnv","X1butanol","X2.butanol","X2methylpropan1ol","X2propanol","acetate","AdditionalGrowthRequierments","author","butanol","carbonMonoxide","cellShape","creator","creatorMail","cyclopentanol","descriptionEnv","dimethylamin","dimethylSulfide","ethanol","formate","gramReaction","GrowthDoublingTime.1","GrowthRate.1","h2Andco2","h2andmethanol","intestinalTracksEnv","link","maximalGrowthTemperature.1","maximumcellGcContent","maximumcellLength.1","maximumcellWidth.1","maximumGrowthNACL.1","maximumGrowthPH.1","methanol","methylamin","minimalGrowthTemperature.1","minimumcellGcContent.1","minimumcellLength.1","minimumcellWidth.1","minimumGrowthNACL.1","minimumGrowthPH.1","MinimumGrowthRequierments","nomenclaturalPublication","numberPublications","optimalGrowthNACLMaximal.1","optimalGrowthNACLMinimal.1","optimalGrowthPHMaximal.1","optimalGrowthPHMinimal.1","optimalGrowthTemperatureMaximal.1","optimalGrowthTemperatureMinimal.1","otherATTCStrainNumbers","otherCollections","otherDSMStrainNumbers","otherEnv.1","otherSubstrate","pmidPublication","propanol","propionate","reactorsEnv","soilEnv","trimethylamin","typeStrain","volcanicEnv","waterEnv"
-19.0241743525607,0.471540153957407,"Methanobacterium uliginosum",NA,NA,45,4,0.6,NA,8.5,15,33.8,2,0.2,0,6,NA,NA,8,6,40,40,NA,"no data","no data","no data","no data","no data","yeast extract","H. Konig; 1987; Can. J. Microbiol.; vol. 30; p. 1477","no data","no data","Rod","not determined","yes","no data","Sample of a marshy soil.","no data","no data","no data","no data","not determined","no data","no data","feeds","not determined","not applicable","http://www.nrcresearchpress.com/doi/abs/10.1139/m84-235#.VBAi9WM1N3k","45","unavailable","4","0.6","no data","8.5","not determined","no data","15","33.8","2","0.2","0","6","no data","no data","unavailable","no data","no data","8","6","40","40","ATCC 35997, NBRC 105232, OCM 176","ATCC 35997, NBRC 105232, OCM 176","DSM-2956","no data","no data","H. Konig","no data","not determined","not applicable","yes","no data","P2St","not applicable","not applicable"
14.3772329514344,-2.88772083750255,"Methanobacterium veterum",23.1,0.03,46,8,0.45,0.3,9.4,10,33.8,2,0.4,0,5.2,0.05,0.05,7.2,7,28,28,NA,"no data","no data","do not feed on","do not feed on","do not feed on","acetate","K. Krivushin et al.; 2010; Int. J. Syst. Evol. Microbiol.; vol. 60; p. 455","no data","no data","Rod","negative","yes","no data","Samples selected from deep (28 m beneath surface) late Pliocene permafrost 26 (Kolyma lowland, 70°06’N, 154° 04’E).","no data","no data","do not feed on","do not feed on","negative","23.1","0.03","feeds","feeds","not applicable","http://ijs.sgmjournals.org/content/60/2/455.abstract","46","not determined","8","0.45","0.3","9.4","not determined","do not feed on","10","33.8","2","0.4","0","5.2","no data","E. Rivkina et al.; 2007; FEMS microbiology ecology; vol. 61; p.1","no","0.05","0.05","7.2","7","28","28","VKM B-2440","VKM B-2440","DSM-19849","no data","no data","K. Krivushin et al.","no data","feeds","not applicable","yes","do not feed on","MK4","not applicable","not applicable"
12.3258842529607,-7.6175549443722,"Methanobrevibacter arboriphilus",13,0.053,45,2.7,0.6,NA,NA,10,27.5,2.7,0.6,NA,NA,NA,NA,8,7.5,37,30,1,"no data","no data","no data","no data","do not feed on","generally organic compounds","J. Zeikus et al.; 1975; Antonie Van Leeuwenhoek; vol. 41; p. 543","no data","no data","Rod","positive","yes","no data","Samples of a wetwood cores from Wisconsin, and western cottonwood trees located on the banks of Cottonwood Creek in Grand Teton National Park in Wyoming.","no data","no data","do not feed on","do not feed on","positive","13","0.053","feeds","not determined","not applicable","http://link.springer.com/article/10.1007/BF02565096","45","not determined","2.7","0.6","no data","no data","do not feed on","no data","10","27.5","2.7","0.6","no data","no data","Vitamins","no data","no","no data","no data","8","7.5","37","30","ATCC 33747, ATCC 29097, JCM 13429, OCM 147","no data","DSM-1125","1","no data","J. Zeikus et al.","no data","not determined","not applicable","not applicable","no data","DH1","not applicable","not applicable"
8.49480292623094,-6.07084960493986,"Methanobrevibacter boviskoreani",NA,NA,NA,1.8,0.6,NA,NA,NA,28,1.5,0.6,NA,NA,NA,NA,7,6.5,40,37,NA,"not determined","not determined","not determined","not determined","not determined","no data","J. Lee et al.; 2013; Int. J. Syst. Evol. Microbiol.; vol. 63; p. 4196","no data","not determined","Rod","positive","yes","not determined","Sample from rumen of the Korean native cattle (HanWoo; Bos taurus coreanae) in South Korea.","not determined","not determined","not determined","feeds","positive","no data","no data","feeds","not determined","yes","http://ijs.sgmjournals.org/content/63/Pt_11/4196.abstract","no data","unavailable","1.8","0.6","no data","no data","not determined","not determined","no data","28","1.5","0.6","no data","no data","no data","no data","no","no data","no data","7","6.5","40","37","JCM 18376, KCTC 4102, ","JCM 18376, KCTC 4102, ","DSM-25824","no data","no data","J. Lee et al.","not determined","not determined","not applicable","not applicable","not determined","JH1","not applicable","not applicable"
6.02749479789756,-9.63260956501001,"Methanobrevibacter curvatus",40,0.017,30,1.6,0.34,NA,8.5,20,NA,1.6,0.34,NA,6.5,NA,NA,7.1,7.1,30,30,NA,"no data","no data","no data","do not feed on","do not feed on","no data","J. Leadbetter et al.; 1996; Appl. Environ. Microbiol.; vol. 62; p. 3620","no data","do not feed on","Rod","positive","yes","no data","Hindgut contents of the termite Reticulitermes flavipes.","do not feed on","no data","do not feed on","do not feed on","positive","40","0.017","feeds","do not feed on","yes","http://aem.asm.org/content/62/10/3620.abstract","30","not determined","1.6","0.34","no data","8.5","do not feed on","no data","20","no data","1.6","0.34","no data","6.5","Casamino acids, yeast extract, rumen fluid","no data","no","no data","no data","7.1","7.1","30","30","no data","no data","DSM-11111","no data","not supporting:theobromine, theophyline, trimethoxybenzoate, lactate, pyruvate, glucose","J. Leadbetter et al.","no data","do not feed on","not applicable","not applicable","do not feed on","RFM-2","not applicable","not applicable"
4.85425555866051,-8.08674146072954,"Methanobrevibacter cuticularis",35,0.02,37,1.2,0.4,NA,8.5,10,NA,1.2,0.4,NA,6.5,NA,NA,7.7,7.7,37,37,NA,"no data","no data","no data","do not feed on","do not feed on","no data","J. Leadbetter et al.; 1996; Appl. Environ. Microbiol.; vol. 62; p. 3620","no data","do not feed on","Rod","positive","yes","no data","Hindgut contents of the termite Reticulitermes flavipes (Kollar) (Rhinotermitidae).","do not feed on","no data","do not feed on","feeds","positive","35","0.02","feeds","do not feed on","yes","http://aem.asm.org/content/62/10/3620.abstract","37","not determined","1.2","0.4","no data","8.5","do not feed on","no data","10","no data","1.2","0.4","no data","6.5","Rumen fluid, nutrient broth","no data","no","no data","no data","7.7","7.7","37","37","no data","no data","DSM-11139","no data","not supporting:theobromine, theophyline, trimethoxybenzoate, lactate, pyruvate, glucose","J. Leadbetter et al.","no data","do not feed on","not applicable","not applicable","do not feed on","RFM-1","not applicable","not applicable"
9.59321474472913,-10.3781027961706,"Methanobrevibacter filiformis",37,0.019,33.5,4,0.23,NA,7.5,10,NA,4,0.23,NA,6,NA,NA,7.2,7,30,30,NA,"no data","no data","no data","do not feed on","do not feed on","no data","J. Leadbetter et al.; 1998; Arch. Microbiol.; vol. 169; p. 287","no data","do not feed on","Rod","positive","yes","no data","Hindgut contents of the termite Reticulitermes flavipes.","do not feed on","no data","do not feed on","do not feed on","positive","37","0.019","feeds","do not feed on","yes","http://link.springer.com/article/10.1007%2Fs002030050574","33.5","not determined","4","0.23","no data","7.5","do not feed on","no data","10","no data","4","0.23","no data","6","yeast extract","no data","no","no data","no data","7.2","7","30","30","no data","no data","DSM-11501","no data","not supporting:theobromine, theophyline, trimethoxybenzoate, lactate, pyruvate, glucose","J. Leadbetter et al.","no data","do not feed on","not applicable","not applicable","do not feed on","RFM-3","not applicable","not applicable"
9.13951246374941,-7.67987955015859,"Methanobrevibacter gottschalkii",NA,NA,NA,0.9,0.7,0.427789185489,NA,NA,29,0.9,0.7,0,NA,NA,NA,7,7,37,37,NA,"no data","no data","no data","no data","do not feed on","no data","T. Miller et al.; 2002; Int. J. Syst. Evol. Microbiol.; vol. 52; p. 819","no data","no data","Coccobacillus","positive","yes","no data","Sample of horse feaces.","no data","no data","no data","do not feed on","positive","no data","no data","feeds","do not feed on","yes","http://ijs.sgmjournals.org/content/52/3/819.abstract","no data","not determined","0.9","0.7","0.427789185489","no data","do not feed on","no data","no data","29","0.9","0.7","0","no data","acetate, yeast extract, trypticase","no data","nd","no data","no data","7","7","37","37","ATCC BAA-1169, OCM 813","no data","DSM-11977","no data","no data","T. Miller et al.","no data","do not feed on","not applicable","not applicable","do not feed on","HO","not applicable","not applicable"
10.0324720540333,-7.37631945531115,"Methanobrevibacter millerae",NA,NA,43,1.2,0.5,0.444900752909,10,33,32,0.5,0.5,0,5.5,NA,NA,8,7,42,36,NA,"no data","do not feed on","no data","do not feed on","do not feed on","no data","S. Rea et al.; 2007; Int. J. Syst. Evol. Microbiol.; vol. 57; p. 450","do not feed on","no data","Coccobacillus","positive","yes","no data","Sample of bowine rumen contents.","no data","no data","do not feed on","feeds","positive","no data","no data","feeds","not determined","yes","http://ijs.sgmjournals.org/content/57/3/450.abstract","43","not determined","1.2","0.5","0.444900752909","10","do not feed on","do not feed on","33","32","0.5","0.5","0","5.5","acetate, yeast extract, trypticase","no data","no","no data","no data","8","7","42","36","OCM 820","no data","DSM-16643","no data","no data","S. Rea et al.","no data","not determined","not applicable","not applicable","do not feed on","ZA-10","not applicable","not applicable"
12.7414712744216,-6.91466679665694,"Methanobrevibacter olleyae",NA,NA,42,1,0.3,0.444900752909,10,28,28,0.3,0.3,0,6,NA,NA,7.5,7.5,42,28,NA,"no data","do not feed on","no data","do not feed on","do not feed on","no data","S. Rea et al.; 2007; Int. J. Syst. Evol. Microbiol.; vol. 57; p. 450","do not feed on","no data","Coccobacillus","positive","yes","no data","Sample of sheep rumen contents.","no data","no data","do not feed on","feeds","positive","no data","no data","feeds","not determined","yes","http://ijs.sgmjournals.org/content/57/3/450.abstract","42","not determined","1","0.3","0.444900752909","10","do not feed on","do not feed on","28","28","0.3","0.3","0","6","acetate, yeast extract, trypticase, coenzyme M, branched-chain","no data","no","no data","no data","7.5","7.5","42","28","OCM 841","no data","DSM-16632","no data","no data","S. Rea et al.","no data","not determined","not applicable","not applicable","do not feed on","KM1H5-1P","not applicable","not applicable"
18.428703235233,-10.6911703072643,"Methanobrevibacter oralis",15,0.046,39,1.2,0.5,0.2,8,25,28,0.7,0.4,0,6.2,0.1,0.01,7.4,6.9,37,35,NA,"no data","no data","no data","no data","do not feed on","no data","A. Ferrari et al.; 1994; Curr. Microbiol.; vol. 29; p. 7","no data","no data","Rod","positive","yes","no data","Subgingival samples from ten healthy volontiers (Italy).","no data","no data","no data","do not feed on","positive","15","0.046","feeds","do not feed on","yes","http://link.springer.com/article/10.1007%2FBF01570184","39","absent","1.2","0.5","0.2","8","do not feed on","no data","25","28","0.7","0.4","0","6.2","MB medium","no data","no","0.1","0.01","7.4","6.9","37","35","no data","no data","DSM-7256","no data","no data","A. Ferrari et al.","no data","do not feed on","not applicable","not applicable","no data","ZR","not applicable","not applicable"
10.3159383201496,-4.88740862885876,"Methanobrevibacter ruminantium",NA,NA,NA,1.7,0.7,NA,NA,NA,32.6,0.8,0.7,NA,NA,NA,NA,6.8,6.3,33,33,NA,"no data","no data","no data","no data","no data","no data","H. Smith et al.; 1958; J. Bacteriol.; vol. 75; p. 713","no data","no data","Rod","not determined","yes","no data","Sample from bovine rumen.","no data","no data","no data","feeds","positive","no data","no data","feeds","not determined","yes","http://jb.asm.org/content/75/6/713.long","no data","not determined","1.7","0.7","no data","no data","not determined","no data","no data","32.6","0.8","0.7","no data","no data","no data","no data","no","no data","no data","6.8","6.3","33","33","ATCC 35063, JCM 13430, OCM 146","no data","DSM-1093","no data","no data","H. Smith et al.","no data","not determined","not applicable","not applicable","no data","M1","not applicable","not applicable"
21.5691466390738,-8.11781207846663,"Methanobrevibacter smithii",NA,NA,NA,1.5,0.7,NA,NA,NA,31,1,0.5,NA,NA,NA,NA,7.4,6.9,39,37,NA,"no data","no data","no data","no data","no data","no data","W. Balch et al.; 1979; Microbiol. Rev.; vol. 43; p. 260","no data","no data","Cocci","not determined","yes","no data","Sample of primary sewage digester (USA).","no data","no data","no data","feeds","positive","no data","no data","feeds","not determined","not applicable","http://mmbr.asm.org/content/43/2/260.long","no data","unavailable","1.5","0.7","no data","no data","not determined","no data","no data","31","1","0.5","no data","no data","no data","no data","no","no data","no data","7.4","6.9","39","37","ATCC 35061, OCM 144, ","no data","DSM-861","no data","no data","W. Balch et al.","no data","not determined","not applicable","not applicable","no data","PS","not applicable","not applicable"
-23.4617572548846,-0.340556015437309,"Methanobrevibacter woesei",NA,NA,NA,1,0.6,0.427789185489,NA,NA,31,1,0.6,0,NA,NA,NA,7,7,37,37,NA,"no data","no data","no data","no data","do not feed on","no data","T. Miller et al.; 2002; Int. J. Syst. Evol. Microbiol.; vol. 52; p. 819","no data","no data","Coccobacillus","positive","yes","no data","Sample of goose feaces.","no data","no data","no data","feeds","positive","no data","no data","feeds","do not feed on","yes","http://ijs.sgmjournals.org/content/52/3/819.abstract","no data","not determined","1","0.6","0.427789185489","no data","do not feed on","no data","no data","31","1","0.6","0","no data","acetate, yeast extract, trypticase","no data","nd","no data","no data","7","7","37","37","OCM 815","no data","DSM-11979","no data","no data","T. Miller et al.","no data","do not feed on","not applicable","not applicable","do not feed on","GS","not applicable","not applicable"
7.16231425346735,-7.61671614416129,"Methanobrevibacter wolinii",NA,NA,NA,1.4,0.6,NA,NA,NA,24.2,1,0.6,0,NA,NA,NA,7,7,37,37,NA,"no data","no data","no data","no data","do not feed on","no data","T. Miller et al.; 2002; Int. J. Syst. Evol. Microbiol.; vol. 52; p. 819","no data","no data","Coccobacillus","positive","yes","no data","Sample of sheep feaces.","no data","no data","no data","do not feed on","positive","no data","no data","feeds","do not feed on","yes","http://ijs.sgmjournals.org/content/52/3/819.abstract","no data","not determined","1.4","0.6","no data","no data","do not feed on","no data","no data","24.2","1","0.6","0","no data","acetate, yeast extract, trypticase, coenzyme M, branched-chain","no data","nd","no data","no data","7","7","37","37","OCM 814","no data","DSM-11976","no data","no data","T. Miller et al.","no data","do not feed on","not applicable","not applicable","do not feed on","SH","not applicable","not applicable"
-20.1980707231897,0.558309870798227,"Methanocalculus chunghsingensis",33,0.021,45,1.6,1.6,2.05338809035,8,20,50,1,1,0,6,0.171115674196,0.171115674196,7.2,7.2,37,37,NA,"no data","do not feed on","do not feed on","do not feed on","do not feed on","tungsten","M. Lai et al.; 2004; Int. J. Syst. Evol. Microbiol.; vol. 54; p. 183","do not feed on","no data","Irregular cocci","negative","yes","no data","Samples from an estuary in Eriln Shi, near Wang-gong, Taiwan.","do not feed on","no data","do not feed on","feeds","negative","33","0.021","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/54/1/183.abstract","45","present","1.6","1.6","2.05338809035","8","do not feed on","no data","20","50","1","1","0","6","acetate","no data","variable","0.171115674196","0.171115674196","7.2","7.2","37","37","OCM 772","OCM 772","DSM-14539","no data","no data","M. Lai et al.","no data","not determined","not applicable","not applicable","do not feed on","K1F9705b","not applicable","yes"
-22.6034674637762,-0.275387125262279,"Methanocalculus natronophilus",NA,NA,45,1.2,1.2,3.3,10.2,14,50.2,0.2,0.2,0.9,8,1.9,1.4,9.5,9,37,30,NA,"do not feed on","not determined","not determined","do not feed on","do not feed on","no data","T. Zhilina et al.; 2014; Microbiology; vol. 82; p. 698","no data","not determined","Irregular cocci","not determined","yes","not determined","Samples taken from bottom sediments of Tanatar soda lakes (Altai, Russia) and from the collectors in the vicinity of these lakes.","not determined","not determined","not determined","feeds","not determined","no data","no data","feeds","not determined","not applicable","http://link.springer.com/article/10.1134%2FS0026261713060131","45","present","1.2","1.2","3.3","10.2","do not feed on","not determined","14","50.2","0.2","0.2","0.9","8","no data","no data","variable","1.9","1.4","9.5","9","37","30","VKM B-2765, ","VKM B-2765","DSM-25006","no data","no data","T. Zhilina et al.","do not feed on","not determined","not applicable","not applicable","do not feed on","Z-7105","not applicable","yes"
8.68862151159251,-5.96637642389539,"Methanocaldococcus fervens",0.33,2.1,92,2,2,0.855578370979,7.6,48,33,1,1,0.0855578370979,5.5,0.513347022587,0.513347022587,6.5,6.5,85,85,NA,"no data","no data","no data","no data","do not feed on","yeast extract, casamino acids, tripticase, selenite, tungsten","C. Jeanthon et al.; 1999; Int. J. Syst. Bacteriol.; vol. 49; p. 583","no data","no data","Irregular cocci","not determined","yes","no data","Samples from deep-sea hydrothermal vent core sample from Guaymas Basin, Gulf of California, at a depth of 2003 m.","no data","no data","no data","do not feed on","not determined","0.33","2.1","feeds","do not feed on","not applicable","http://ijs.sgmjournals.org/content/49/2/583.abstract","92","present","2","2","0.855578370979","7.6","do not feed on","do not feed on","48","33","1","1","0.0855578370979","5.5","no data","no data","yes","0.513347022587","0.513347022587","6.5","6.5","85","85","JCM 15782","JCM 15782","DSM-4213","no data","no data","C. Jeanthon et al.","no data","do not feed on","not applicable","not applicable","no data","AG86","yes","not applicable"
6.4309505870756,-6.11163762903485,"Methanocaldococcus infernus",0.513,1.35,91,3,3,0.962525667351,7,55,33,1,1,0.213894592745,5.25,0.427789185489,0.427789185489,6.5,6.5,85,85,NA,"not determined","not determined","not determined","not determined","do not feed on","selenate, tungsten, yeast extract","C. Jeanthon et al.; 1998; Int. J. Syst. Bacteriol.; vol. 48; p. 913","no data","not determined","Cocci","not determined","yes","not determined","Chimney sample collected from the Logatchev hydrothermal field (14° 45' N, 44° 59' W) on the Mid-Atlantic Ridge at a depth of 3000 m.","not determined","not determined","not determined","do not feed on","not determined","0.513","1.35","feeds","do not feed on","not applicable","http://ijs.sgmjournals.org/content/48/3/913.abstract","91","present","3","3","0.962525667351","7","do not feed on","do not feed on","55","33","1","1","0.213894592745","5.25","None","no data","yes","0.427789185489","0.427789185489","6.5","6.5","85","85","JCM 15783","JCM 15783","DSM-11812","no data","no data","C. Jeanthon et al.","not determined","do not feed on","not applicable","not applicable","not determined","ME","yes","not applicable"
7.04914411470763,-7.96758135998488,"Methanocaldococcus jannaschii",0.433,1.6,85,1.5,1.5,0.9,7,50,31,1.5,1.5,0.2,5.2,0.5,0.5,6,6,85,85,NA,"no data","no data","no data","no data","do not feed on","Selenium","W. Jones, et al.; 1983; Arch. Microbiol.; vol. 136; p. 254","no data","no data","Irregular cocci","not determined","yes","no data","Hydrothermal vent effluent waters and sedimentary material adjacent to vents were collected in April and May, 1982 from the East Pacific Rise at 20° 50' N latitude and 109° 06' W longitude at a depth of 2600 m.","do not feed on","no data","no data","do not feed on","not determined","0.433","1.6","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00425213","85","present","1.5","1.5","0.9","7","do not feed on","do not feed on","50","31","1.5","1.5","0.2","5.2","NaCl, Na2S, ","no data","yes","0.5","0.5","6","6","85","85","ATCC 43067, JCM 10045, OCM 168, NBRC 100440, CIP 104961","ATCC 43067, JCM 10045, OCM 168, NBRC 100440, CIP 104961","DSM-2661","no data","no data","W. Jones, et al.","no data","not determined","not applicable","not applicable","do not feed on","JAL-1","yes","not applicable"
9.06235386044807,-8.60523418786535,"Methanocaldococcus villosus",0.75,0.942,90,2,2,0.941136208077,7,55,30,1,1,0.0855578370979,5.5,0.427789185489,0.427789185489,6.5,6.5,80,80,NA,"no data","no data","no data","no data","do not feed on","selenate, tungsten, yeast extract","A. Bellack et al.; 2011; Int. J. Syst. Evol. Microbiol.; vol. 61; p.1239","no data","no data","Irregular cocci","negative","yes","no data","Samples from the Kolbeinsey Ridge (Fricke et al., 1989), north of Iceland (67° 05' N; 18° 42' W), by the research submersible Jago at a depth of 105 m.","no data","no data","no data","do not feed on","negative","0.75","0.942","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/61/6/1239.abstract","90","present","2","2","0.941136208077","7","do not feed on","no data","55","30","1","1","0.0855578370979","5.5","no data","no data","yes","0.427789185489","0.427789185489","6.5","6.5","80","80","JCM 16315","JCM 16315","DSM-22612","no data","not supporting: pyruvate","A. Bellack et al.","no data","not determined","not applicable","not applicable","no data","KIN24-T80","yes","not applicable"
6.17813470869972,-7.20643054464363,"Methanocaldococcus vulcanius",0.66,1.05,89,3,3,0.962525667351,7,49,31,1,1,0.106947296372,5.25,0.427789185489,0.427789185489,6.5,6.5,80,80,NA,"not determined","not determined","not determined","not determined","do not feed on","selenate, tungsten, yeast extract","C. Jeanthon et al.; 1999; Int. J. Syst. Bacteriol.; vol. 49; p. 583","no data","not determined","Cocci","not determined","yes","not determined","Samples from chimney from the hydrothermal field (12°48' N, 103°56' W), on the East Pacific Rise at a depth of 2600 m.","not determined","not determined","not determined","do not feed on","not determined","0.66","1.05","feeds","do not feed on","not applicable","http://ijs.sgmjournals.org/content/49/2/583.abstract","89","present","3","3","0.962525667351","7","do not feed on","do not feed on","49","31","1","1","0.106947296372","5.25","None","no data","yes","0.427789185489","0.427789185489","6.5","6.5","80","80","ATCC 700851","ATCC 700851","DSM-12094","no data","no data","C. Jeanthon et al.","not determined","do not feed on","not applicable","not applicable","not determined","M7","yes","not applicable"
16.402521566907,5.93274444305639,"Methanocella arvoryzae",8,0.087,55,2.8,0.7,0.342231348392,7.8,37,56.7,1.3,0.4,0,6,0,0,7,7,45,45,NA,"no data","do not feed on","do not feed on","do not feed on","do not feed on","easyt extract","S. Sakai et al.; 2010; Int. J. Syst. Evol. Microbiol.; vol. 60; p. 2918","do not feed on","no data","Rod","not determined","yes","no data","Sample from a rice field soil in Italy.","do not feed on","no data","do not feed on","feeds","not determined","8","0.087","feeds","do not feed on","not applicable","http://ijs.sgmjournals.org/content/60/12/2918.abstract","55","absent","2.8","0.7","0.342231348392","7.8","do not feed on","do not feed on","37","56.7","1.3","0.4","0","6","acetate","no data","no","0","0","7","7","45","45","NBRC 105507","NBRC 105507","DSM-22066","no data","no data","S. Sakai et al.","no data","do not feed on","not applicable","yes","do not feed on","MRE50","not applicable","not applicable"
9.20474529509552,4.44677925308835,"Methanocella conradii",6.3,0.11,60,2.8,0.3,0.0855578370979,7.2,37,52.7,1.4,0.2,0,6.4,0,0,6.8,6.8,55,50,NA,"no data","do not feed on","do not feed on","do not feed on","do not feed on","no data","Z. Lu et al.; 2012; J. Bacteriol.; vol. 194; p. 2398","do not feed on","no data","Rod","not determined","yes","no data","Chinese rice field soil.","do not feed on","no data","do not feed on","do not feed on","not determined","6.3","0.11","feeds","not determined","not applicable","http://jb.asm.org/content/194/9/2398.abstract","60","absent","2.8","0.3","0.0855578370979","7.2","do not feed on","do not feed on","37","52.7","1.4","0.2","0","6.4","acetate","no data","no","0","0","6.8","6.8","55","50","JCM 17849, CGMCC 1.5162","JCM 17849, CGMCC 1.5162","DSM-24694","no data","no data","Z. Lo et al.","no data","not determined","not applicable","yes","do not feed on","HZ254","not applicable","not applicable"
5.57454656016196,5.27362994554121,"Methanocella paludicola",100.8,0.007,40,2.4,0.6,0.0171115674196,7.8,25,56.6,1.8,0.3,0,6.5,NA,NA,7,7,37,35,NA,"do not feed on","do not feed on","no data","do not feed on","do not feed on","yeast extract","S. Sakai et al.; 2008; Int. J. Syst. Evol. Microbiol.; vol. 58; p. 929","do not feed on","no data","Rod","negative","yes","do not feed on","Sample isolated from a rice paddy soil at Nagaoka, Niigata, Japan.","do not feed on","no data","do not feed on","feeds","negative","100.8","0.007","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/58/4/929.abstract","40","absent","2.4","0.6","0.0171115674196","7.8","do not feed on","do not feed on","25","56.6","1.8","0.3","0","6.5","acetate","no data","no","no data","no data","7","7","37","35","JCM 13418, NBRC 101707","JCM 13418, NBRC 101707","DSM-17711","no data","not supporting: pyruvate, lactate","S. Sakai et al.","do not feed on","not determined","not applicable","yes","do not feed on","SANAE","not applicable","not applicable"
-20.5838778569201,0.0638593993862289,"Methanococcoides alaskense",NA,NA,28.4,2,1.5,0.7,NA,2.3,41.9,2,1.5,0.1,NA,0.4,0.3,7.5,6.3,23.6,23.6,NA,"no data","no data","no data","no data","do not feed on","no data","N. Singh et al.; 2005; Int. J. Syst. Evol. Microbiol.; vol. 55; p.2531","no data","no data","Irregular cocci","not determined","yes","no data","Sample from permanently cold, anoxic marine sediments at Skan Bay, Alaska.","no data","do not feed on","no data","do not feed on","negative","no data","no data","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/55/6/2531.abstract","28.4","present","2","1.5","0.7","no data","do not feed on","no data","2.3","41.9","2","1.5","0.1","no data","no data","no data","no","0.4","0.3","7.5","6.3","23.6","23.6","OCM 775","OCM 775","DSM-17273","no data","no data","N. Singh et al.","no data","not determined","not applicable","yes","feeds","AK-5","not applicable","not applicable"
10.9219893970176,1.13849710441255,"Methanococcoides burtonii",NA,NA,29.5,NA,NA,0.5,8.2,1.7,39.6,NA,NA,0.2,6.8,NA,NA,NA,NA,23.4,23.4,NA,"no data","no data","no data","no data","do not feed on","no data","P. Franzmann et al.; 1992; Syst. Appl. Microbiol.; vol. 15; p. 573","no data","no data","Irregular cocci","not determined","yes","no data","Sample from the anoxic hypolimnion of Ace Lake, Antarctica.","no data","no data","no data","no data","not determined","no data","no data","no data","not determined","not applicable","http://www.sciencedirect.com/science/article/pii/S0723202011801177","29.5","unavailable","no data","no data","0.5","8.2","feeds","no data","1.7","39.6","no data","no data","0.2","6.8","no data","no data","unavailable","no data","no data","no data","no data","23.4","23.4","OCM 468","OCM 468","DSM-6242","no data","no data","P. Franzmann et al.","no data","not determined","not applicable","not applicable","no data","ACE-M","not applicable","not applicable"
20.6763642566796,1.7486630572704,"Methanococcoides methylutens",5.2,0.133,40,3,1,1.2,8,15,42,3,1,0.043,6,0.64,0.24,7.5,7,35,30,NA,"no data","no data","no data","no data","do not feed on","no data","K. Sowers et al.; 1983; Appl. Environ. Microbiol.; vol. 45; p. 684","no data","no data","Irregular cocci","negative","yes","no data","Sediment (0 to 60 cm) obtained by a diver assisted with SCUBA at a depth of 65 feet (ca. 19.8 m) from the Sumner branch of Scripps Canyon located near La Jolla, California.","feeds","no data","no data","do not feed on","negative","5.2","0.133","do not feed on","not determined","not applicable","http://aem.asm.org/content/45/2/684.abstract","40","absent","3","1","1.2","8","feeds","feeds","15","42","3","1","0.043","6","no data","no data","no","0.64","0.24","7.5","7","35","30","ATCC 33938, OCM 158,  BCRC 16168,  CCRC 16168","ATCC 33938, OCM 158,  BCRC 16168,  CCRC 16168","DSM-2657","no data","no data","K. Sowers et al.","no data","not determined","not applicable","yes","feeds","TMA-10","not applicable","not applicable"
16.5955480926967,-1.40505859066174,"Methanococcoides vulcani",NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,0.5,0.5,7,7,30,30,NA,"not determined","not determined","not determined","not determined","not determined","no data","S. L'Haridon et al.","no data","not determined","Irregular cocci","no data","no data","not determined","Samples from deep sediment covered by an orange microbial mat collected from the Napoli Mud Volcano.","feeds","not determined","not determined","not determined","negative","no data","no data","not determined","not determined","not applicable","http://ijs.sgmjournals.org/content/early/2014/03/07/ijs.0.058289-0.abstract","no data","unavailable","no data","no data","no data","no data","feeds","feeds","no data","43.4","no data","no data","no data","no data","no data","no data","no","0.5","0.5","7","7","30","30","no data","SLH33, JCM 19278","DSM-26966","no data","no data","no data","not determined","not determined","not applicable","not applicable","feeds","SLH33T","yes","not applicable"
